1.00x,"rgb(52, 180, 255)",2024-07-25 15:02:03
1.02x,"rgb(52, 180, 255)",2024-07-25 15:02:03
2.00x,"rgb(145, 62, 248)",2024-07-25 15:02:03
2.08x,"rgb(145, 62, 248)",2024-07-25 15:02:03
1.42x,"rgb(52, 180, 255)",2024-07-25 15:02:03
5.03x,"rgb(145, 62, 248)",2024-07-25 15:02:03
1.20x,"rgb(52, 180, 255)",2024-07-25 15:02:03
1.30x,"rgb(52, 180, 255)",2024-07-25 15:02:03
1.10x,"rgb(52, 180, 255)",2024-07-25 15:02:03
2.63x,"rgb(145, 62, 248)",2024-07-25 15:02:03
1.44x,"rgb(52, 180, 255)",2024-07-25 15:02:03
8.71x,"rgb(145, 62, 248)",2024-07-25 15:02:03
2.73x,"rgb(145, 62, 248)",2024-07-25 15:02:34
1.45x,"rgb(52, 180, 255)",2024-07-25 15:02:34
9.99x,"rgb(145, 62, 248)",2024-07-25 15:02:34
1.53x,"rgb(52, 180, 255)",2024-07-25 15:02:34
2.67x,"rgb(145, 62, 248)",2024-07-25 15:02:34
1.04x,"rgb(52, 180, 255)",2024-07-25 15:02:34
1.66x,"rgb(52, 180, 255)",2024-07-25 15:02:34
1.19x,"rgb(52, 180, 255)",2024-07-25 15:02:34
14.98x,"rgb(192, 23, 180)",2024-07-25 15:02:34
14.14x,"rgb(192, 23, 180)",2024-07-25 15:02:34
2.90x,"rgb(145, 62, 248)",2024-07-25 15:02:34
2.76x,"rgb(145, 62, 248)",2024-07-25 15:02:34
1.36x,"rgb(52, 180, 255)",2024-07-25 15:02:34
3.25x,"rgb(145, 62, 248)",2024-07-25 15:02:35
4.58x,"rgb(145, 62, 248)",2024-07-25 15:02:35
4.16x,"rgb(145, 62, 248)",2024-07-25 15:02:35
1.87x,"rgb(52, 180, 255)",2024-07-25 15:03:05
1.21x,"rgb(52, 180, 255)",2024-07-25 15:03:05
1.07x,"rgb(52, 180, 255)",2024-07-25 15:03:05
131.68x,"rgb(192, 23, 180)",2024-07-25 15:03:05
1.95x,"rgb(52, 180, 255)",2024-07-25 15:03:06
78.87x,"rgb(192, 23, 180)",2024-07-25 15:03:36
2.60x,"rgb(145, 62, 248)",2024-07-25 15:03:37
1.43x,"rgb(52, 180, 255)",2024-07-25 15:03:37
1.51x,"rgb(52, 180, 255)",2024-07-25 15:04:37
1.29x,"rgb(52, 180, 255)",2024-07-25 15:04:37
25.44x,"rgb(192, 23, 180)",2024-07-25 15:04:38
8.64x,"rgb(145, 62, 248)",2024-07-25 15:04:38
1.16x,"rgb(52, 180, 255)",2024-07-25 15:05:12
1.03x,"rgb(52, 180, 255)",2024-07-25 15:05:12
5.73x,"rgb(145, 62, 248)",2024-07-25 15:05:12
1.55x,"rgb(52, 180, 255)",2024-07-25 15:05:43
3.35x,"rgb(145, 62, 248)",2024-07-25 15:05:44
4.97x,"rgb(145, 62, 248)",2024-07-25 15:05:44
2.38x,"rgb(145, 62, 248)",2024-07-25 15:06:16
1.38x,"rgb(52, 180, 255)",2024-07-25 15:06:19
3.70x,"rgb(145, 62, 248)",2024-07-25 15:06:20
20.06x,"rgb(192, 23, 180)",2024-07-25 15:06:21
8.03x,"rgb(145, 62, 248)",2024-07-25 15:08:12
1.75x,"rgb(52, 180, 255)",2024-07-25 15:08:12
1.44x,"rgb(52, 180, 255)",2024-07-25 15:08:43
8.71x,"rgb(145, 62, 248)",2024-07-25 15:08:44
6.86x,"rgb(145, 62, 248)",2024-07-25 15:08:44
8.92x,"rgb(145, 62, 248)",2024-07-25 15:08:44
1.20x,"rgb(52, 180, 255)",2024-07-25 15:09:53
1.20x,"rgb(52, 180, 255)",2024-07-25 15:09:54
1.30x,"rgb(52, 180, 255)",2024-07-25 15:09:58
1.10x,"rgb(52, 180, 255)",2024-07-25 15:09:58
2.63x,"rgb(145, 62, 248)",2024-07-25 15:09:59
1.30x,"rgb(52, 180, 255)",2024-07-25 15:10:00
2.16x,"rgb(145, 62, 248)",2024-07-25 15:10:00
1.56x,"rgb(52, 180, 255)",2024-07-25 15:10:00
1.10x,"rgb(52, 180, 255)",2024-07-25 15:10:00
1.00x,"rgb(52, 180, 255)",2024-07-25 15:11:30
1.00x,"rgb(52, 180, 255)",2024-07-25 15:11:31
1.42x,"rgb(52, 180, 255)",2024-07-25 15:11:31
3.25x,"rgb(145, 62, 248)",2024-07-25 15:11:31
4.58x,"rgb(145, 62, 248)",2024-07-25 15:11:31
4.16x,"rgb(145, 62, 248)",2024-07-25 15:11:31
1.02x,"rgb(52, 180, 255)",2024-07-25 15:11:32
2.32x,"rgb(145, 62, 248)",2024-07-25 15:11:32
2.48x,"rgb(145, 62, 248)",2024-07-25 15:11:32
1.17x,"rgb(52, 180, 255)",2024-07-25 15:11:32
1.57x,"rgb(52, 180, 255)",2024-07-25 15:11:32
2.51x,"rgb(145, 62, 248)",2024-07-25 15:19:27
2.91x,"rgb(145, 62, 248)",2024-07-25 15:19:28
2.59x,"rgb(145, 62, 248)",2024-07-25 15:19:28
2.46x,"rgb(145, 62, 248)",2024-07-25 15:19:28
2.13x,"rgb(145, 62, 248)",2024-07-25 15:19:28
7.72x,"rgb(145, 62, 248)",2024-07-25 15:19:28
4.37x,"rgb(145, 62, 248)",2024-07-25 15:19:28
1.05x,"rgb(52, 180, 255)",2024-07-25 15:19:28
2.90x,"rgb(145, 62, 248)",2024-07-25 15:19:28
1.94x,"rgb(52, 180, 255)",2024-07-25 15:19:28
1.14x,"rgb(52, 180, 255)",2024-07-25 15:19:28
1.65x,"rgb(52, 180, 255)",2024-07-25 15:19:28
1.23x,"rgb(52, 180, 255)",2024-07-25 15:19:28
7.99x,"rgb(145, 62, 248)",2024-07-25 15:19:28
32.66x,"rgb(192, 23, 180)",2024-07-25 15:19:29
1.27x,"rgb(52, 180, 255)",2024-07-25 15:19:29
1.68x,"rgb(52, 180, 255)",2024-07-25 15:19:29
1.31x,"rgb(52, 180, 255)",2024-07-25 15:19:29
4.82x,"rgb(145, 62, 248)",2024-07-25 15:19:30
1.16x,"rgb(52, 180, 255)",2024-07-25 15:20:05
1.16x,"rgb(52, 180, 255)",2024-07-25 15:20:06
15.66x,"rgb(192, 23, 180)",2024-07-25 15:20:40
4.49x,"rgb(145, 62, 248)",2024-07-25 15:21:40
1.35x,"rgb(52, 180, 255)",2024-07-25 15:21:40
6.34x,"rgb(145, 62, 248)",2024-07-25 15:22:41
2.99x,"rgb(145, 62, 248)",2024-07-25 15:22:41
1.48x,"rgb(52, 180, 255)",2024-07-25 15:24:18
1.07x,"rgb(52, 180, 255)",2024-07-25 15:24:18
4.19x,"rgb(145, 62, 248)",2024-07-25 15:24:49
2.25x,"rgb(145, 62, 248)",2024-07-25 15:25:21
1.72x,"rgb(52, 180, 255)",2024-07-25 15:26:29
12.48x,"rgb(192, 23, 180)",2024-07-25 15:27:00
1.26x,"rgb(52, 180, 255)",2024-07-25 15:27:31
5.70x,"rgb(145, 62, 248)",2024-07-25 15:28:02
3.19x,"rgb(145, 62, 248)",2024-07-25 15:28:33
9.94x,"rgb(145, 62, 248)",2024-07-25 15:29:04
1.10x,"rgb(52, 180, 255)",2024-07-25 15:29:35
1.85x,"rgb(52, 180, 255)",2024-07-25 15:29:36
11.11x,"rgb(192, 23, 180)",2024-07-25 15:30:48
1.30x,"rgb(52, 180, 255)",2024-07-25 15:30:48
2.40x,"rgb(145, 62, 248)",2024-07-25 15:30:48
1.20x,"rgb(52, 180, 255)",2024-07-25 15:31:19
1.59x,"rgb(52, 180, 255)",2024-07-25 15:31:20
3.40x,"rgb(145, 62, 248)",2024-07-25 15:31:51
19.79x,"rgb(192, 23, 180)",2024-07-25 15:32:26
4.07x,"rgb(145, 62, 248)",2024-07-25 15:33:38
15.51x,"rgb(192, 23, 180)",2024-07-25 15:33:38
4.42x,"rgb(145, 62, 248)",2024-07-25 15:34:10
3.27x,"rgb(145, 62, 248)",2024-07-25 15:34:41
1.58x,"rgb(52, 180, 255)",2024-07-25 15:35:12
1.00x,"rgb(52, 180, 255)",2024-07-25 15:35:43
2.30x,"rgb(145, 62, 248)",2024-07-25 15:35:43
1.68x,"rgb(52, 180, 255)",2024-07-25 15:36:14
1.31x,"rgb(52, 180, 255)",2024-07-25 15:36:14
4.82x,"rgb(145, 62, 248)",2024-07-25 15:36:14
3.68x,"rgb(145, 62, 248)",2024-07-25 15:36:14
1.88x,"rgb(52, 180, 255)",2024-07-25 15:36:14
1.23x,"rgb(52, 180, 255)",2024-07-25 15:37:25
7.99x,"rgb(145, 62, 248)",2024-07-25 15:37:25
32.66x,"rgb(192, 23, 180)",2024-07-25 15:37:25
1.27x,"rgb(52, 180, 255)",2024-07-25 15:37:25
2.42x,"rgb(145, 62, 248)",2024-07-25 15:37:25
2.60x,"rgb(145, 62, 248)",2024-07-25 15:37:25
1.34x,"rgb(52, 180, 255)",2024-07-25 15:37:25
8.25x,"rgb(145, 62, 248)",2024-07-26 10:25:56
1.93x,"rgb(52, 180, 255)",2024-07-26 10:25:57
2.02x,"rgb(145, 62, 248)",2024-07-26 10:25:58
252.82x,"rgb(192, 23, 180)",2024-07-26 10:26:00
34.07x,"rgb(192, 23, 180)",2024-07-26 10:26:03
3.81x,"rgb(145, 62, 248)",2024-07-26 10:26:03
1.32x,"rgb(52, 180, 255)",2024-07-26 10:26:04
1.18x,"rgb(52, 180, 255)",2024-07-26 10:26:05
1.06x,"rgb(52, 180, 255)",2024-07-26 10:26:08
2.84x,"rgb(145, 62, 248)",2024-07-26 10:26:09
14.53x,"rgb(192, 23, 180)",2024-07-26 10:26:11
22.68x,"rgb(192, 23, 180)",2024-07-26 10:26:12
2.01x,"rgb(145, 62, 248)",2024-07-26 10:26:12
1.00x,"rgb(52, 180, 255)",2024-07-26 10:26:12
2.42x,"rgb(145, 62, 248)",2024-07-26 10:26:13
2.45x,"rgb(145, 62, 248)",2024-07-26 10:26:16
38.75x,"rgb(192, 23, 180)",2024-07-26 10:26:16
1.64x,"rgb(52, 180, 255)",2024-07-26 10:26:17
6.61x,"rgb(145, 62, 248)",2024-07-26 10:26:17
1.20x,"rgb(52, 180, 255)",2024-07-26 10:26:17
3.04x,"rgb(145, 62, 248)",2024-07-26 10:26:18
1.08x,"rgb(52, 180, 255)",2024-07-26 10:26:19
1.78x,"rgb(52, 180, 255)",2024-07-26 10:26:21
1.42x,"rgb(52, 180, 255)",2024-07-26 10:26:21
1.49x,"rgb(52, 180, 255)",2024-07-26 10:26:22
1.10x,"rgb(52, 180, 255)",2024-07-26 10:26:54
3.07x,"rgb(145, 62, 248)",2024-07-26 10:26:55
17.93x,"rgb(192, 23, 180)",2024-07-26 10:27:26
6.27x,"rgb(145, 62, 248)",2024-07-26 10:27:59
2.92x,"rgb(145, 62, 248)",2024-07-26 10:28:33
1.66x,"rgb(52, 180, 255)",2024-07-26 10:28:33
2.89x,"rgb(145, 62, 248)",2024-07-26 10:29:16
5.38x,"rgb(145, 62, 248)",2024-07-26 10:29:49
8.89x,"rgb(145, 62, 248)",2024-07-26 10:30:27
1.41x,"rgb(52, 180, 255)",2024-07-26 10:30:27
1.52x,"rgb(52, 180, 255)",2024-07-26 10:31:10
1.25x,"rgb(52, 180, 255)",2024-07-26 10:31:10
